raw_vars,new_var,label,operation,step,val_labs,new_vals,if_condition,if_true_return,else_return,code
sataq_think_athletic,sataq_7_think_athletic,I think a lot about looking athletic,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_look_lean,sataq_8_look_lean,I want my body to look very lean.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_little_fat,sataq_9_little_fat,I think a lot about having very little body fat.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_look_muscular,sataq_10_look_muscular,I spend a lot of time doing things to look more muscular.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_family_thin,sataq_11_family_thin,I feel pressure from family members to look thinner.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_family_improve,sataq_12_family_improve,I feel pressure from family members to improve my appearance.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_family_fat,sataq_13_family_fat,Family members encourage me to decrease my level of body fat.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_family_shape,sataq_14_family_shape,Family members encourage me to get in better shape.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_peer_thin,sataq_15_peer_thin,My peers encourage me to get thinner.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_peer_improve,sataq_16_peer_improve,I feel pressure from my peers to improve my appearance.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_peer_shape,sataq_17_peer_shape,I feel pressure from my peers to look in better shape.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_peer_body_fat,sataq_18_peer_body_fat,I get pressure from my peers to decrease my level of body fat.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_media_shape,sataq_19_media_shape ,I feel pressure from the media to look in better shape.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_media_thin,sataq_20_media_thin,I feel pressure from the media to look thinner.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_media_look,sataq_21_media_look,I feel pressure from the media to improve my appearance.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
sataq_media_fat,sataq_22_media_fat,I feel pressure from the media to decrease my level of body fat.,recode,2,"definitely disagree=0,mostly disagree=1,neither agree nor disagree=2,mostly agree=3,definitely agree=4","1=0, 2=1, 3=2, 4=3, 5=4",NA,NA,NA,NA
"sataq_1_athletic,sataq_2_muscular,sataq_3_thin,sataq_4_no_fat,sataq_5_look_thin,sataq_6_look_athletic,sataq_7_think_athletic,sataq_8_look_lean,sataq_9_little_fat,sataq_10_look_muscular,sataq_11_family_thin,sataq_12_family_improve,sataq_13_family_fat,sataq_14_family_shape,sataq_15_peer_thin,sataq_16_peer_improve,sataq_17_peer_shape,sataq_18_peer_body_fat,sataq_19_media_shape ,sataq_20_media_thin,sataq_21_media_look,sataq_22_media_fat",sataq_average,average of SATAQ,mean,3,NA,NA,NA,NA,NA,NA
"sataq_8_look_lean,sataq_9_little_fat,sataq_3_thin,sataq_4_no_fat,sataq_5_look_thin",sataq_thin_ideal,average of internalization of the thin ideal,mean,3,NA,NA,NA,NA,NA,NA
"sataq_1_athletic,sataq_2_muscular,sataq_6_look_athletic,sataq_10_look_muscular",sataq_athletic_idea,average of internalization of athletic ideal,mean,3,NA,NA,NA,NA,NA,NA
"sataq_11_family_thin,sataq_12_family_improve,sataq_13_family_fat,sataq_14_family_shape",sataq_parental_pressure,average of parental pressure,mean,3,NA,NA,NA,NA,NA,NA
"sataq_15_peer_thin,sataq_16_peer_improve,sataq_17_peer_shape,sataq_18_peer_body_fat",sataq_peer_pressure,average of peer pressure,mean,3,NA,NA,NA,NA,NA,NA
"sataq_19_media_shape ,sataq_20_media_thin,sataq_21_media_look,sataq_22_media_fat",sataq_media_pressure,average of media pressure,mean,3,NA,NA,NA,NA,NA,NA
